chr	start	end	strand	cytoband	Ensembl gene ID	hugo	copy category	copy change	avg cna	avg cna by gene	breakpoint	manually curated homd	loh	loh_ratio	intepreted expression status	RPKM	SARC percentile	SARC kIQR	FC mean Bodymap	avg TCGA percentile	avg TCGA kIQR	avg TCGA norm percentile	avg TCGA norm kIQR	UCEC norm percentile	UCEC norm kIQR	cancer gene type
7	30536237	30544460	-1	p14.3	ENSG00000006625	GGCT	Neutral	0	0.01	0.03	0	0	HET	0.52		18.61	37	-0.22	-1.08	17	-0.47	45	-0.08	12	-0.6	
7	87505531	87538856	1	q21.12	ENSG00000006634	DBF4	Neutral	0	0.01	0.01	0	0	HET	0.42		1.57	15	-0.54	-1.63	22	-0.43	67	0.35	38	-0.36	
19	3594504	3606838	-1	p13.3	ENSG00000006638	TBXA2R	Neutral	0	0.02	0.05	0	0	HET	0.45		5.05	57	0.11	2.37	95	3.42	98	2.37	100	1.89	
7	112063023	112121072	1	q31.1	ENSG00000006652	IFRD1	Neutral	0	0.01	0.02	0	0	HET	0.47		6.24	31	-0.3	-1.22	38	-0.2	53	0.05	33	-0.37	
19	40194946	40200087	1	q13.2	ENSG00000006659	LGALS14	Neutral	0	0.02	0.03	0	0	HET	0.49		0	44		-1	40		43		42		
17	13972813	14111994	1	p12	ENSG00000006695	COX10	Neutral	0	0.02	0.02	0	0	HET	0.5		4.29	52	0.02	-1.52	42	-0.14	36	-0.23	46	-0.06	
7	73868120	74016931	1	q11.23	ENSG00000006704	GTF2IRD1	Neutral	0	0.01	-0.02	0	0	HET	0.4		3.76	48	-0.02	1.12	26	-0.38	56	0.1	33	-0.25	
19	39876275	39881757	-1	q13.2	ENSG00000006712	PAF1	Neutral	0	0.02	0.05	0	0	HET	0.42		26.56	12	-0.6	1.03	28	-0.39	35	-0.27	0	-1.35	putative tumour suppressor
7	38762563	38971994	-1	p14.1	ENSG00000006715	VPS41	Neutral	0	0.01	0.03	0	0	HET	0.5		9.29	53	0.04	-1.01	34	-0.27	32	-0.38	58	0.16	
17	12692856	12894960	1	p12	ENSG00000006740	ARHGAP44	Neutral	0	0.02	0.03	0	0	HET	0.49		1.79	48	-0.02	-1.07	49	-0.03	22	-0.25	12	-0.67	
17	12895708	12921504	-1	p12	ENSG00000006744	ELAC2	Neutral	0	0.02	0.02	0	0	HET	0.53		7.08	4	-0.9	-1.01	4	-0.98	7	-1.06	0	-1.48	
7	12610203	12693228	1	p21.3	ENSG00000006747	SCIN	Neutral	0	0.01	0.02	0	0	HET	0.54		3.2	95	4.72	1	82	1.51	69	0.37	100	9.17	
X	2822011	2847392	-1	p22.33	ENSG00000006756	ARSD	Neutral	0	0.02	0.02	0	0	HET	0.5		5.36	58	0.11	-1.31	25	-0.4	9	-0.8	8	-0.69	
X	7866288	7895780	-1	p22.31	ENSG00000006757	PNPLA4	Neutral	0	0.02	0.04	0	0	HET	0.46		5.63	66	0.28	1.03	44	-0.11	28	-0.44	29	-0.47	
17	10201401	10276447	-1	p13.1	ENSG00000006788	MYH13	Neutral	0	0.02	0.02	0	0	HET	0.5		0.13	57	0.12	1.1	82	1.33	82	1.27	100	16.39	
12	1797740	1897844	1	p13.33	ENSG00000006831	ADIPOR2	Neutral	0	0.01	-0.01	0	0	HET	0.59		11.22	12	-0.8	-2.12	4	-0.82	0	-1.28	0	-1.65	
5	133541305	133706738	-1	q31.1	ENSG00000006837	CDKL3	Neutral	0	0.01	-0.01	0	0	HET	0.61		5.01	100	9.66	-1.16	97	10.15	100	12.89	100	21.81	
2	158851691	158992478	1	q24.1	ENSG00000007001	UPP2	Neutral	0	0.01	0.03	0	0	HET	0.53		0.01	44	-0.04	-1.83	36	-0.12	25	-0.14	17	-0.43	
16	2867164	2876305	1	p13.3	ENSG00000007038	PRSS21	Neutral	0	0.02	-0.02	0	0	HET	0.59		0.33	83	1.99	-1.7	59	0.07	52	0.02	38	-0.24	
19	45582546	45808541	1	q13.32	ENSG00000007047	MARK4	Neutral	0	0.02	0.01	0	0	HET	0.52		6.86	46	-0.05	1.22	46	-0.06	82	0.66	33	-0.2	
4	15964699	16086001	-1	p15.32	ENSG00000007062	PROM1	Neutral	0	0.01	0.01	0	0	HET	0.5		0.14	63	0.11	-2.52	31	-0.08	8	-0.22	12	-0.35	
19	18043824	18054793	1	p13.11	ENSG00000007080	CCDC124	Neutral	0	0.01	0.01	0	0	HET	0.47		38.16	5	-0.92	1.43	25	-0.44	57	0.13	8	-0.92	
19	42041702	42093197	1	q13.2	ENSG00000007129	CEACAM21	Neutral	0	0.02	0	0	0	HET	0.45		2.25	88	1.54	1.7	93	3.01	86	2.7	54	0.09	
17	2496504	2588888	1	p13.3	ENSG00000007168	PAFAH1B1	Neutral	0	0.02	-0.01	0	0	HET	0.55		22.66	32	-0.3	-1.51	42	-0.14	20	-0.71	21	-0.56	putative tumour suppressor
17	26083792	26127525	-1	q11.2	ENSG00000007171	NOS2	Neutral	0	0.02	0.05	0	0	HET	0.5		0.43	78	0.8	-1.15	70	0.53	66	0.43	92	4.28	
17	11501748	11873485	1	p12	ENSG00000007174	DNAH9	Neutral	0	0.02	0.02	0	0	HET	0.54		0.05	60	0.23	-1.5	58	0.14	32	-0.36	4	-0.37	
17	26941459	26972472	-1	q11.2	ENSG00000007202	KIAA0100	Neutral	0	0.02	0.08	0	0	HET	0.44		16.92	48	-0.04	-1.2	22	-0.49	18	-0.65	42	-0.13	
17	26800311	26824799	1	q11.2	ENSG00000007216	SLC13A2	Neutral	0	0.02	0.04	0	0	HET	0.51		0.01	84	inf	-1.41	42	-0.03	19	-0.09	83	inf	
17	9813926	10101868	-1	p13.1	ENSG00000007237	GAS7	Neutral	0	0.02	0.01	0	0	HET	0.5		6.49	46	-0.08	-1.91	74	0.64	63	0.35	21	-0.77	oncogene
19	45666186	45681495	-1	q13.32	ENSG00000007255	TRAPPC6A	Neutral	0	0.02	0.01	0	0	HET	0.68		12.24	51	0.02	1.45	19	-0.48	14	-0.58	0	-0.63	
19	3777971	3802127	-1	p13.3	ENSG00000007264	MATK	Neutral	0	0.02	0	0	0	HET	0.56		0.66	35	-0.2	-1.38	38	-0.17	43	-0.12	25	-0.46	
19	42177235	42192296	-1	q13.2	ENSG00000007306	CEACAM7	Neutral	0	0.02	0.07	0	0	HET	0.49		0	42		-1.32	21	-0.04	8	-0.28	21	-0.32	putative tumour suppressor
17	62006100	62009714	-1	q23.3	ENSG00000007312	CD79B	Neutral	0	0.02	0.04	0	0	HET	0.53		2.76	55	0.06	-2.61	62	0.26	51	0.03	21	-0.64	oncogene
17	62015914	62050278	-1	q23.3	ENSG00000007314	SCN4A	Neutral	0	0.02	-0.03	0	0	HET	0.57		0.99	89	2.65	-2.23	92	4.42	83	1.43	100	21.94	
1	113066140	113163447	-1	p13.2	ENSG00000007341	ST7L	Loss	-1	-0.22	-0.24	0	0	HET	0.7		2.1	12	-0.67	-1.3	23	-0.48	18	-0.64	0	-1.38	
X	153524024	153558700	1	q28	ENSG00000007350	TKTL1	Gain	1	0.25	0.24	0	0	HET	0.67		0.06	61	0.21	-6.29	67	0.35	58	0.16	75	0.87	
11	31806340	31839509	-1	p13	ENSG00000007372	PAX6	Neutral	0	0.02	0.07	0	0	HET	0.53		0.11	0	-0.36	-1.26	0	-0.57	0	-1.43	0	-2.17	putative tumour suppressor
16	834974	838397	-1	p13.3	ENSG00000007376	RPUSD1	Neutral	0	0.02	0.06	0	0	HET	0.55		6.02	5	-0.78	1.94	9	-0.69	53	0.06	12	-0.82	
16	108058	126354	-1	p13.3	ENSG00000007384	RHBDF1	Neutral	0	0.02	0	0	0	HET	0.62		7.31	31	-0.29	2.18	40	-0.17	58	0.14	29	-0.41	
16	238968	279462	-1	p13.3	ENSG00000007392	LUC7L	Neutral	0	0.02	0	0	0	HET	0.42		10.88	81	0.92	1.73	75	0.62	95	1.81	58	0.03	
3	50400233	50541675	-1	p21.31	ENSG00000007402	CACNA2D2	Neutral	0	0.01	0.05	0	0	HET	0.38		1.81	79	1.21	1.06	66	0.41	49	-0.03	75	0.58	
16	1383602	1399439	1	p13.3	ENSG00000007516	BAIAP3	Neutral	0	0.02	0.02	0	0	HET	0.56		0.84	36	-0.15	-1.75	5	-0.32	2	-0.58	4	-0.36	
16	1399241	1401912	-1	p13.3	ENSG00000007520	TSR3	Neutral	0	0.02	0.04	0	0	HET	0.56		30.23	14	-0.75	1.66	26	-0.44	54	0.09	29	-0.58	
16	616995	634136	1	p13.3	ENSG00000007541	PIGQ	Neutral	0	0.02	0.07	0	0	HET	0.42		4.95	12	-0.74	1.61	11	-0.67	18	-0.48	4	-1.05	
16	1662326	1727909	1	p13.3	ENSG00000007545	CRAMP1L	Neutral	0	0.02	0	0	0	HET	0.53		5.4	88	1.11	1.57	75	0.56	85	0.92	92	1.17	
6	35441374	35464853	-1	p21.31	ENSG00000007866	TEAD3	Neutral	0	0.01	0.09	0	0	HET	0.55		37.61	93	1.73	3.42	99	3.58	99	4.42	100	1.93	
1	169691781	169703220	-1	q24.2	ENSG00000007908	SELE	Gain	1	0.23	0.24	0	0	HET	0.39		2.91	97	6.23	-1.08	86	1.82	63	0.24	71	0.72	
12	100592900	100635643	1	q23.1	ENSG00000075089	ACTR6	Neutral	0	0.01	0.01	0	0	HET	0.46	down	3.18	5	-1	-1.9	3	-1.14	6	-1.19	0	-1.48	
1	171060018	171086959	1	q24.3	ENSG00000007933	FMO3	Gain	1	0.23	0.19	0	0	HET	0.42		4.13	79	1.31	-1.32	87	2.21	68	0.49	96	8.22	
6	16129356	16148479	1	p22.3	ENSG00000007944	MYLIP	Neutral	0	0.01	0.07	0	0	HET	0.49		15.48	67	0.37	-1.22	70	0.44	53	0.06	8	-0.57	
X	100098313	100129334	-1	q22.1	ENSG00000007952	NOX1	Gain	1	0.25	0.27	0	0	HET	0.62		0.17	76	0.59	-1.11	52	0.03	64	0.24	38	-0.12	
1	23832922	23857712	-1	p36.12	ENSG00000007968	E2F2	Loss	-1	-0.21	-0.23	0	0	HET	0.5		0.08	0	-0.75	-1.36	3	-0.5	35	-0.19	54	0	
6	170844205	170862429	-1	q27	ENSG00000008018	PSMB1	Neutral	0	0.01	0	0	0	HET	0.39		65.68	94	1.91	1.3	94	1.83	100	4.96	100	5.07	
X	47431303	47479252	-1	p11.23	ENSG00000008056	SYN1	Neutral	0	0.02	0.03	0	0	HET	0.48		6.67	94	2.43	-1.21	90	5.26	99	20.25	100	11.34	
6	15246527	15522252	1	p22.3	ENSG00000008083	JARID2	Neutral	0	0.01	0.02	0	0	HET	0.52		2.47	50	0.01	-1.66	19	-0.45	35	-0.3	25	-0.4	
X	18443703	18671749	1	p22.13	ENSG00000008086	CDKL5	Neutral	0	0.02	0	0	0	HET	0.48		0.76	84	1.25	-1.37	74	0.62	42	-0.14	96	7.93	
1	209757062	209787283	1	q32.2	ENSG00000008118	CAMK1G	Gain	1	0.22	0.28	0	0	HET	0.64		0.65	83	1.87	-1.66	84	1.51	76	0.95	75	0.47	
19	41197434	41222790	-1	q13.2	ENSG00000123815	ADCK4	Neutral	0	0.02	0	0	0	HET	0.6	up	14.54	96	2.75	2.61	95	1.85	99	3.17	92	2.57	
1	1682671	1711896	-1	p36.33	ENSG00000008130	NADK	Loss	-1	-0.21	-0.2	0	0	HET	0.71		6.14	8	-0.88	-1.4	6	-0.97	3	-1.07	0	-2.07	
6	50786436	50815326	1	p12.3	ENSG00000008196	TFAP2B	Neutral	0	0.01	0	0	0	HET	0.43		0	30	0	-1.6	24	-0.06	16	0	31	0	
3	38080696	38165516	1	p22.2	ENSG00000008226	DLEC1	Neutral	0	0.01	0.03	0	0	HET	0.49		1.56	92	2.48	-1.62	69	0.46	62	0.24	29	-0.14	putative tumour suppressor
7	6201407	6312275	-1	p22.1	ENSG00000008256	CYTH3	Neutral	0	0.01	-0.02	0	0	HET	0.61		13.24	49	-0.02	1.56	81	0.8	76	0.58	71	0.61	
7	87563458	87832204	1	q21.12	ENSG00000008277	ADAM22	Neutral	0	0.01	0.02	0	0	HET	0.49		0.95	64	0.23	-1.58	77	0.88	67	0.54	79	0.88	
7	105730949	105753022	-1	q22.3	ENSG00000008282	SYPL1	Neutral	0	0.01	0.03	0	0	HET	0.46		69.53	73	0.53	1.14	64	0.27	49	-0.01	25	-0.43	
17	61509665	61523739	-1	q23.3	ENSG00000008283	CYB561	Neutral	0	0.02	0.09	0	0	HET	0.44		3.28	15	-0.51	-1.52	7	-0.74	4	-1.6	0	-0.89	
17	49039535	49198226	-1	q21.33	ENSG00000008294	SPAG9	Neutral	0	0.02	0.01	0	0	HET	0.49		10.6	45	-0.09	-1.6	55	0.08	40	-0.22	62	0.34	
3	48673902	48700348	-1	p21.31	ENSG00000008300	CELSR3	Neutral	0	0.01	0.06	0	0	HET	0.38		0.28	38	-0.21	-1.01	34	-0.16	91	1.51	92	1.41	
7	121715701	121784334	-1	q31.32	ENSG00000008311	AASS	Neutral	0	0.01	0.01	0	0	HET	0.52		2.48	33	-0.24	-1.79	52	0.04	20	-0.59	4	-0.99	
12	6419602	6437672	1	p13.31	ENSG00000008323	PLEKHG6	Neutral	0	0.01	0.06	0	0	HET	0.46		1	97	11.34	-1.02	36	-0.17	34	-0.1	83	0.86	
3	42623332	42636606	1	p22.1	ENSG00000008324	SS18L2	Neutral	0	0.01	0.02	0	0	HET	0.44		8.42	3	-0.84	-1.09	4	-0.87	6	-0.86	8	-1.08	
19	4343524	4360082	1	p13.3	ENSG00000008382	MPND	Neutral	0	0.02	0	0	0	HET	0.55		6.86	13	-0.71	1.2	16	-0.57	12	-0.64	8	-0.62	
12	16500076	16762193	1	p12.3	ENSG00000008394	MGST1	Neutral	0	0.01	0.01	0	0	HET	0.52		13.86	48	-0.02	-2.31	25	-0.4	11	-0.88	67	0.38	
12	107385142	107487607	-1	q23.3	ENSG00000008405	CRY1	Neutral	0	0.01	0.04	0	0	HET	0.5		5.92	34	-0.24	-1.16	43	-0.12	30	-0.34	12	-0.62	
19	46522415	46526556	-1	q13.32	ENSG00000008438	PGLYRP1	Neutral	0	0.02	0	0	0	HET	0.47		0.12	59	0.64	-1.71	48	-0.03	36	-0.15	67	0.69	
19	13106422	13209610	1	p13.2	ENSG00000008441	NFIX	Neutral	0	0.01	0.03	0	0	HET	0.47		80.16	86	1.01	2.91	92	2.65	99	1.72	100	2.33	
8	134467091	134584183	-1	q24.22	ENSG00000008513	ST3GAL1	Neutral	0	0.02	0.02	0	0	HET	0.5		16.7	76	0.66	1.12	74	0.57	73	0.44	96	2.93	
16	3096682	3110727	1	p13.3	ENSG00000008516	MMP25	Neutral	0	0.02	0.06	0	0	HET	0.44		1.14	60	0.23	-1.3	32	-0.24	43	-0.09	58	0.16	
16	3115298	3131908	1	p13.3	ENSG00000008517	IL32	Neutral	0	0.02	0.03	0	0	HET	0.39		26.4	54	0.1	1.25	51	0.01	54	0.07	75	0.77	
16	2138711	2185899	-1	p13.3	ENSG00000008710	PKD1	Neutral	0	0.02	0.03	0	0	HET	0.52		10.52	44	-0.09	2.86	85	1.13	89	1.14	25	-0.21	putative tumour suppressor
22	51039114	51052409	1	q13.33	ENSG00000008735	MAPK8IP2	Neutral	0	0.03	0.02	0	0	HET	0.45		0.9	62	0.3	-1.72	38	-0.14	58	0.17	25	-0.38	
17	38175350	38217468	-1	q21.1	ENSG00000008838	MED24	Neutral	0	0.02	0.02	0	0	HET	0.52		7.54	3	-1.34	1.1	2	-1.04	9	-1.48	0	-1.18	
8	22844930	22877712	1	p21.3	ENSG00000008853	RHOBTB2	Neutral	0	0.02	0.05	0	0	HET	0.56		8.39	51	0.02	1.37	68	0.37	63	0.2	67	0.3	putative tumour suppressor
2	37195526	37311485	-1	p22.2	ENSG00000008869	HEATR5B	Loss	-1	-0.22	-0.22	0	0	HET	0.29		2.85	60	0.13	-1.6	19	-0.6	17	-0.77	25	-0.93	
3	169684423	169716161	1	q26.2	ENSG00000008952	SEC62	Neutral	0	0.01	0.01	0	0	HET	0.41		26.27	90	1.05	-1.73	55	0.1	30	-0.39	17	-0.85	
3	123001143	123168605	-1	q21.1	ENSG00000173175	ADCY5	Neutral	0	0.01	0.03	0	0	HET	0.55	up	15.04	87	3.63	2.33	98	6.02	94	2.23	100	3.22	
1	115259534	115301297	-1	p13.2	ENSG00000009307	CSDE1	Loss	-1	-0.22	-0.22	0	0	HET	0.53		70.84	9	-0.68	-3.09	13	-0.75	10	-1.11	0	-1.54	putative tumour suppressor
7	156931607	157062066	1	q36.3	ENSG00000009335	UBE3C	Neutral	0	0.01	0.02	0	0	HET	0.49		9.24	53	0.08	-1.27	33	-0.31	33	-0.35	58	0.21	
6	111620234	111804918	-1	q21	ENSG00000009413	REV3L	Neutral	0	0.01	0	0	0	HET	0.46		6.48	85	0.97	1.13	91	1.77	88	1.1	33	-0.39	
X	123509753	124097666	-1	q25	ENSG00000009694	TENM1	Gain	1	0.25	0.24	0	0	HET	0.58		0.13	51	0.02	-1.33	53	0.03	36	-0.25	42	-0.09	
1	18957500	19075360	1	p36.13	ENSG00000009709	PAX7	Loss	-1	-0.21	-0.22	0	0	HET	0.33		0	31	0	-1.07	28	0	34	0	42		oncogene
1	11086580	11107290	-1	p36.22	ENSG00000009724	MASP2	Loss	-1	-0.21	-0.22	0	0	HET	0.36		0.55	3	-0.53	-2.54	3	-0.57	1	-0.75	0	-1.13	
6	150690028	150727105	1	q25.1	ENSG00000009765	IYD	Neutral	0	0.01	0.06	0	0	HET	0.52		0.01	91	2.78	-18.99	37	-0.05	10	-0.11	75	0.52	
1	28052490	28088475	1	p35.3	ENSG00000009780	FAM76A	Loss	-1	-0.21	-0.22	0	0	HET	0.34		1.97	12	-0.71	-2.16	16	-0.67	12	-0.98	0	-1.29	
1	209929377	209955668	1	q32.2	ENSG00000009790	TRAF3IP3	Gain	1	0.22	0.26	0	0	HET	0.58		1.12	54	0.05	-2.07	41	-0.14	43	-0.12	58	0.12	
14	77741299	77787227	-1	q24.3	ENSG00000009830	POMT2	Neutral	0	0.02	0.02	0	0	HET	0.45		2.18	9	-0.79	1.14	16	-0.57	30	-0.3	12	-0.71	
6	142468367	142542085	1	q24.1	ENSG00000009844	VTA1	Neutral	0	0.01	0.03	0	0	HET	0.48		14.3	62	0.25	-1.04	49	-0.02	62	0.25	83	0.7	
7	73007524	73038873	-1	q11.23	ENSG00000009950	MLXIPL	Neutral	0	0.01	0.03	0	0	HET	0.53		2.15	91	4.42	-1.49	70	0.57	65	0.25	88	1.73	
7	72854728	72936608	-1	q11.23	ENSG00000009954	BAZ1B	Neutral	0	0.01	0.01	0	0	HET	0.53		16.77	41	-0.21	-1.16	39	-0.2	68	0.41	38	-0.14	
6	13621730	13711796	-1	p23	ENSG00000010017	RANBP9	Neutral	0	0.01	0.03	0	0	HET	0.57		20.19	69	0.45	-1.28	66	0.32	88	1.08	83	1.24	
6	36322419	36356164	-1	p21.31	ENSG00000010030	ETV7	Neutral	0	0.01	0.02	0	0	HET	0.6		2.16	75	0.69	1.95	49	-0.02	73	0.6	92	1.35	
1	231472850	231490769	1	q42.2	ENSG00000010072	SPRTN	Loss	-1	-0.22	-0.16	0	0	HET	0.66		1.71	41	-0.17	-1.31	16	-0.63	18	-0.74	29	-0.52	
1	171750788	171783163	1	q24.3	ENSG00000010165	METTL13	Gain	1	0.23	0.27	0	0	HET	0.58		12.62	82	1.05	1.66	84	0.95	100	2.58	100	2.18	
12	4671370	4723325	1	p13.32	ENSG00000010219	DYRK4	Neutral	0	0.01	0.03	0	0	HET	0.62		5.33	36	-0.28	1.84	28	-0.39	36	-0.26	0	-3.09	
17	30677136	30708905	1	q11.2	ENSG00000010244	ZNF207	Neutral	0	0.02	0.03	0	0	HET	0.48		11.42	7	-0.98	1.16	3	-1.29	9	-1.4	0	-2.01	
3	48636435	48648409	-1	p21.31	ENSG00000010256	UQCRC1	Neutral	0	0.01	0.04	0	0	HET	0.49		38.09	3	-1	-1.24	3	-1.03	0	-0.65	0	-1.5	
7	38217824	38270272	1	p14.1	ENSG00000010270	STARD3NL	Neutral	0	0.01	0.02	0	0	HET	0.58		8.5	0	-1.21	-1.01	9	-0.77	15	-0.95	0	-2.75	
12	6308881	6347425	1	p13.31	ENSG00000010278	CD9	Neutral	0	0.01	0.04	0	0	HET	0.49		44.81	64	0.3	-1.16	20	-0.49	14	-0.77	17	-0.69	
3	42734155	42744319	-1	p22.1	ENSG00000010282	HHATL	Neutral	0	0.01	0.02	0	0	HET	0.5		20.48	96	72.94	1.63	95	149.42	95	92.93	100	62.28	
12	6602522	6641121	1	p13.31	ENSG00000010292	NCAPD2	Neutral	0	0.01	0.05	0	0	HET	0.54		11.19	17	-0.59	1.69	27	-0.32	63	0.27	62	0.05	
12	6647541	6665239	-1	p13.31	ENSG00000010295	IFFO1	Neutral	0	0.01	0.02	0	0	HET	0.57		7.53	45	-0.1	1.91	84	1.16	98	3.25	88	1.61	
19	46171502	46186982	1	q13.32	ENSG00000010310	GIPR	Neutral	0	0.02	0.03	0	0	HET	0.45		0.1	72	0.63	-1.38	39	-0.16	35	-0.23	54	0.4	
3	52443510	52457657	1	p21.1	ENSG00000010318	PHF7	Neutral	0	0.01	0.03	0	0	HET	0.53		0.87	26	-0.37	-18.3	29	-0.32	13	-0.58	58	0.09	
3	52467069	52479101	-1	p21.1	ENSG00000010319	SEMA3G	Neutral	0	0.01	0.07	0	0	HET	0.53		8.57	87	1.23	-1.52	94	2.73	56	0.13	83	0.93	
3	52489134	52527087	1	p21.1	ENSG00000010322	NISCH	Neutral	0	0.01	0.07	0	0	HET	0.53		15.08	56	0.08	1.71	61	0.22	48	-0.02	8	-0.69	
3	52529354	52558511	1	p21.1	ENSG00000010327	STAB1	Neutral	0	0.01	0.05	0	0	HET	0.53		30.21	68	0.37	3.82	96	3.79	99	3.73	100	4.91	
19	50310126	50320633	-1	q13.33	ENSG00000010361	FUZ	Neutral	0	0.02	0.02	0	0	HET	0.5		7.93	26	-0.44	1.48	35	-0.27	37	-0.21	0	-0.97	
12	329789	372039	-1	p13.33	ENSG00000010379	SLC6A13	Neutral	0	0.01	0.04	0	0	HET	0.35		0.22	95	4.22	-2.14	72	0.58	51	0.01	83	5.23	
X	148558521	148615470	-1	q28	ENSG00000010404	IDS	Gain	1	0.25	0.28	0	0	HET	0.49		16.31	51	0.02	-1.67	41	-0.15	29	-0.39	29	-0.34	
9	33750515	33799230	1	p13.3	ENSG00000010438	PRSS3	Neutral	0	0.01	0.03	0	0	HET	0.48		0.05	40	-0.14	-1.67	26	-0.07	25	-0.12	50	-0.02	
16	3272325	3286221	-1	p13.3	ENSG00000010539	ZNF200	Neutral	0	0.02	-0.06	0	0	HET	0.47		1.72	13	-0.75	1.09	10	-0.75	28	-0.47	0	-1.35	
12	6896024	6929974	1	p13.31	ENSG00000010610	CD4	Neutral	0	0.01	0.04	0	0	HET	0.48		35.56	72	0.61	2.04	87	1.33	83	1.18	100	7.82	
12	6982733	7023407	1	p13.31	ENSG00000010626	LRRC23	Neutral	0	0.01	0.05	0	0	HET	0.47		4.06	59	0.15	-1.03	49	-0.01	51	0.02	4	-0.45	
X	100604435	100641183	-1	q22.1	ENSG00000010671	BTK	Gain	1	0.25	0.27	0	0	HET	0.6		3.99	80	0.91	1.07	83	1.12	80	1.14	100	10.36	
6	26087509	26098571	1	p22.2	ENSG00000010704	HFE	Neutral	0	0.01	0.01	0	0	HET	0.51		2.42	69	0.42	-1.03	45	-0.09	18	-0.66	58	0.34	
1	41492872	41707826	-1	p34.2	ENSG00000010803	SCMH1	Neutral	0	0.02	0.02	0	0	HET	0.49		16.45	66	0.36	1.59	80	0.75	82	0.69	38	-0.34	
6	111981535	112194655	-1	q21	ENSG00000010810	FYN	Neutral	0	0.01	0.01	0	0	HET	0.48		17.66	22	-0.35	1.22	64	0.3	69	0.39	4	-1.02	
6	143072604	143266338	-1	q24.2	ENSG00000010818	HIVEP2	Neutral	0	0.01	0.01	0	0	HET	0.5		4.29	44	-0.16	-2	48	-0.03	37	-0.26	38	-0.23	
1	171217638	171255117	1	q24.3	ENSG00000010932	FMO1	Gain	1	0.23	0.24	0	0	HET	0.57		2.41	75	0.8	1.46	75	0.82	65	0.31	67	0.41	
1	24069645	24088549	1	p36.11	ENSG00000011007	TCEB3	Loss	-1	-0.21	-0.17	0	0	HET	0.64		8.54	6	-0.87	-1.57	9	-0.86	3	-1.05	4	-1.81	
1	24117460	24122029	1	p36.11	ENSG00000011009	LYPLA2	Loss	-1	-0.21	-0.18	0	0	HET	0.69		11.59	7	-0.74	1.33	3	-0.97	4	-0.9	0	-0.89	
1	11866207	11903201	1	p36.22	ENSG00000011021	CLCN6	Loss	-1	-0.21	-0.23	0	0	HET	0.38		3.83	53	0.09	-1.13	67	0.37	57	0.13	29	-0.25	
17	60704762	60770958	1	q23.2	ENSG00000011028	MRC2	Neutral	0	0.02	0.02	0	0	HET	0.57		43.07	42	-0.18	4.7	90	1.71	95	1.7	79	0.63	
17	49230951	49249105	1	q21.33	ENSG00000011052	NME2	Neutral	0	0.02	0.05	0	0	HET	0.45		154.3			1.25							
5	149569520	149602351	1	q32	ENSG00000011083	SLC6A7	Neutral	0	0.01	0.04	0	0	HET	0.54		0.4	75	0.75	-1.04	79	0.98	89	2.62	100	6.21	
12	3186521	3395730	1	p13.33	ENSG00000011105	TSPAN9	Neutral	0	0.01	0.04	0	0	HET	0.51		17.69	45	-0.08	1.66	59	0.19	46	-0.05	8	-1.26	
14	93703896	93799438	-1	q32.12	ENSG00000011114	BTBD7	Neutral	0	0.02	0.02	0	0	HET	0.48		5.03	89	1.26	-1	79	0.65	68	0.34	75	0.34	
19	3750817	3761697	-1	p13.3	ENSG00000011132	APBA3	Neutral	0	0.02	0.03	0	0	HET	0.5		4.48	7	-0.86	2.22	30	-0.35	61	0.27	21	-0.49	
17	56282803	56296966	-1	q22	ENSG00000011143	MKS1	Neutral	0	0.02	0.03	0	0	HET	0.59		2.72	7	-0.83	1.36	7	-0.9	16	-0.73	0	-1.48	
3	43731605	43775863	1	p21.33	ENSG00000011198	ABHD5	Neutral	0	0.01	0.04	0	0	HET	0.38		5.96	71	0.48	-1.37	66	0.33	39	-0.21	96	1.85	
X	8496915	8700227	-1	p22.31	ENSG00000011201	KAL1	Neutral	0	0.02	0.02	0	0	HET	0.48		2.19	57	0.09	-1.28	56	0.11	54	0.13	100	6.21	
19	15490859	15529833	-1	p13.12	ENSG00000011243	AKAP8L	Neutral	0	0.01	-0.01	0	0	HET	0.5		25.17	83	0.86	1.16	85	0.96	99	2.36	92	0.75	
17	49254786	49337524	-1	q21.33	ENSG00000011258	MBTD1	Neutral	0	0.02	0.06	0	0	HET	0.47		3.76	81	0.86	-1.04	53	0.06	65	0.32	33	-0.5	
17	49337889	49375297	1	q21.33	ENSG00000011260	UTP18	Neutral	0	0.02	0.07	0	0	HET	0.5		7.55	4	-0.88	-1.68	2	-1.15	14	-1.08	0	-1.65	
7	5659678	5821370	-1	p22.1	ENSG00000011275	RNF216	Neutral	0	0.01	0.02	0	0	HET	0.49		7.03	25	-0.37	-1.02	55	0.08	74	0.44	12	-1.27	
17	15902694	15948336	1	p12	ENSG00000011295	TTC19	Neutral	0	0.02	0.02	0	0	HET	0.48		6.91	32	-0.33	-1.3	13	-0.63	10	-0.93	0	-1.54	
19	797075	812327	1	p13.3	ENSG00000011304	PTBP1	Neutral	0	0.02	0.03	0	0	HET	0.46		27.18	0	-1.51	1.57	1	-1.41	5	-1.45	0	-1.53	
19	38701646	38720354	-1	q13.2	ENSG00000011332	DPF1	Neutral	0	0.02	0.07	0	0	HET	0.53		0.21	19	-0.53	-1.18	60	0.16	98	5.83	83	2.87	
